ctgry,media_jp,title_pickup,title_articles,link_pickup,link_articles,date_original
sports,毎日新聞,大谷翔平、入団決断は発表の前夜,ドジャース入団決断は発表前夜　大谷翔平「ここでプレーしたい」,https://news.yahoo.co.jp/pickup/6485036,https://news.yahoo.co.jp/articles/f5ae8358c981c968c8644e8584dd490af86a7c9d,12/15(金) 11:05
sports,スポニチアネックス,大谷翔平の犬 名前は「デコピン」,大谷翔平ドジャース入団会見　愛犬の名前「デコピン」と明かす　超速でトレンド1位に上昇,https://news.yahoo.co.jp/pickup/6485024,https://news.yahoo.co.jp/articles/49de153c0d791c568abb32aba23312f09c227276,12/15(金) 8:59
sports,スポニチアネックス,大谷が会見 勝ちたい意思に共鳴,大谷翔平　移籍決断は前日「ここでプレーしたい気持ちに素直に従った」「勝つことが今、一番大事」,https://news.yahoo.co.jp/pickup/6485023,https://news.yahoo.co.jp/articles/ab0ae9e70a14572f2462bb3c8547de6c88953b93,12/15(金) 8:42
sports,Yahoo!ニュース,中継 大谷のドジャース入団会見,大谷翔平 ロサンゼルス・ドジャース 入団会見中継,https://news.yahoo.co.jp/pickup/6485015,https://news.yahoo.co.jp/articles/3c2fc8a7cab23ac69443361eb70cff3024f898ba,12/15(金) 7:46
sports,スポーツ報知,大谷の入団会見 テレビ4局中継へ,大谷翔平　契約舞台裏「詳しく」話す　きょう朝８時ドジャース入団会見、ユニ姿をテレビ４局生中継,https://news.yahoo.co.jp/pickup/6485012,https://news.yahoo.co.jp/articles/ec88718eaae850568fdd4cab3d29f0040edc73ea,12/15(金) 6:19
sports,スポーツ報知,マラソン・服部勇馬 第1子誕生,マラソン服部勇馬、第１子女児の誕生を報告「父として、我が子の為にも頑張ります」妻は中京テレビの平山雅アナ,https://news.yahoo.co.jp/pickup/6484997,https://news.yahoo.co.jp/articles/4053e8fdbcbbe735c2a734d304e991cd927b52a9,12/14(木) 21:32
sports,デイリースポーツ,つば九郎、「怒り」の契約保留,ヤクルト　つば九郎が「ほりゅうしました」と怒りの５年連続契約越年「おふろにてれびなんていいません」どこかで聞いたジョークも,https://news.yahoo.co.jp/pickup/6484991,https://news.yahoo.co.jp/articles/975bc9ad38085eb67d2638765c04550a676a03f2,12/14(木) 20:25
sports,デイリースポーツ,Jリーグ秋春制 J1新潟のみ反対票,Ｊリーグ　実行委員会で秋春制シーズン移行で６０クラブが意思表明の投票「実施も検討もしない」反対１票は新潟　１９日理事会で可否決定,https://news.yahoo.co.jp/pickup/6484986,https://news.yahoo.co.jp/articles/bb9cbfe9b3ceb4f065b8846218e38ae4121a73c8,12/14(木) 19:12
sports,日刊スポーツ,元新日本プロレス 木戸修さん死去,元新日本プロレス木戸修さん死去73歳「キド・クラッチ」いぶし銀の活躍　娘はゴルファー木戸愛,https://news.yahoo.co.jp/pickup/6484970,https://news.yahoo.co.jp/articles/3a9fe03d48e62fe3deafc1042a179113504e04f8,12/14(木) 17:29
sports,THE ANSWER,天心、世界ランカーと初対戦へ,那須川天心、1.23世界ランカーと初対戦　ボクサー3戦目「差を見せて勝つ姿を」　寺地拳四朗も同日、中谷潤人は2.24バンタム級で3階級制覇へ,https://news.yahoo.co.jp/pickup/6484963,https://news.yahoo.co.jp/articles/53c31c7c05ed976100bb590da0342a7070afca4f,12/14(木) 16:37
