ctgry,media_jp,title_pickup,title_articles,link_pickup,link_articles,date_original
local,,波にさらわれた30代男性 捜索続く,【捜索続けるも…まだ発見させず（9日午前9時半現在）】いわき市新舞子海岸で行方不明の男性（30）,https://news.yahoo.co.jp/pickup/6503735,https://news.yahoo.co.jp/articles/de0e15f3b16ea3be9ada9abedf16b68f6417a8f0,6/9(日) 10:53
local,,小4死亡事故「自慢の息子」父悲痛,小４死亡事故「自慢の息子が…」父親の悲痛　なぜ車は赤で…“運転手の異変”証拠が現場付近に？,https://news.yahoo.co.jp/pickup/6503732,https://news.yahoo.co.jp/articles/32fc1bd666122c2addb5c290415063586d2f2433,6/9(日) 10:24
local,,小児がんで両目摘出の4歳 描く母,小児がんで失明した娘は4歳　「ショックすぎて眠れなかった」母は闘病生活を絵本に残す…娘へ『お母さんの宝物だよ。本当に大好きだよ』,https://news.yahoo.co.jp/pickup/6503728,https://news.yahoo.co.jp/articles/202c5a48cbdec0efc8f7017e49ae62091d68584e,6/9(日) 9:41
local,,がんで失明した4歳娘 闘病描く母,小児がんで失明した娘は4歳　「ショックすぎて眠れなかった」母は闘病生活を絵本に残す…娘へ『お母さんの宝物だよ。本当に大好きだよ』,https://news.yahoo.co.jp/pickup/6503724,https://news.yahoo.co.jp/articles/202c5a48cbdec0efc8f7017e49ae62091d68584e,6/9(日) 9:07
local,,飲酒運転か ひき逃げ疑いの男逮捕,テキーラ8杯、焼酎5～6杯飲んで運転か　東京・北区の死亡ひき逃げ事件で出頭の男逮捕,https://news.yahoo.co.jp/pickup/6503721,,6/9(日) 8:02
local,,女が園児切りつけ疑い 当時の状況,「2歳児が泣き出した。首から血が」と通報　こども園で殺人未遂容疑,https://news.yahoo.co.jp/pickup/6503712,https://news.yahoo.co.jp/articles/f468f7d7ce5fa48e774317ac2498bcfa84162d48,6/8(土) 23:33
local,,溺れた小学生助けようと 41歳死亡,「AEDで心肺蘇生している」浜名湖で溺れた男子小学生を助けに入ったブラジル国籍の40代男性が死亡　小学生は別の人が救助し無事=静岡・浜松市【速報】,https://news.yahoo.co.jp/pickup/6503710,https://news.yahoo.co.jp/articles/34d09e8491a5b35f10d5b3f106c073a29f0c1fa2,6/8(土) 22:44
local,,溺れた小学生助けに 男性意識不明,「AEDで心肺蘇生している」浜名湖で溺れた男子小学生を助けに入ったブラジル国籍の40代男性が意識不明　小学生は別の人が救助し無事=静岡・浜松市【速報】,https://news.yahoo.co.jp/pickup/6503709,https://news.yahoo.co.jp/articles/34d09e8491a5b35f10d5b3f106c073a29f0c1fa2,6/8(土) 22:26
local,,隠ぺい疑惑 問われる本部長の姿勢,納得できる説明を　問われる本部長の姿勢　県警巡る不祥事隠蔽疑惑,https://news.yahoo.co.jp/pickup/6503702,https://news.yahoo.co.jp/articles/fbb75be26b241737b762346bbc94dc06fed95bec,6/8(土) 21:23
local,,隠蔽疑惑 取材対応2日間で5分のみ,納得できる説明を　問われる本部長の姿勢　県警巡る不祥事隠蔽疑惑,https://news.yahoo.co.jp/pickup/6503698,https://news.yahoo.co.jp/articles/fbb75be26b241737b762346bbc94dc06fed95bec,6/8(土) 20:42
local,,逃げたカピバラ死ぬ 悔やむ支配人,「悔やんでも悔やみきれない」動物園脱走したカピバラが死亡…支配人が語る「後悔と思い出」,https://news.yahoo.co.jp/pickup/6503690,https://news.yahoo.co.jp/articles/ca182b29df80d94a34cf5cfb4478d751185fa509,6/8(土) 19:10
local,,息子に障がい 訪問美容はじめた母,障害ある子の散髪断られた親　「誰も悪くない」心のよりどころとなる“訪問美容師”　#令和に働く,https://news.yahoo.co.jp/pickup/6503687,https://news.yahoo.co.jp/articles/6bf1b99e9155362138ce1b626b41111bfd48db49,6/8(土) 18:32
local,,ヨット世界一周 24歳日本人が達成,単独無寄港・無補給で！日本人最年少（24歳）”世界一周”達成で喜びのコメント,https://news.yahoo.co.jp/pickup/6503674,https://news.yahoo.co.jp/articles/7e49d6442d6bb153e9adaa22ea6179afb2be6124,6/8(土) 16:40
local,,文書漏えい 事件の静観指示と記載,文書に告発された本部長の記載なし…前の刑事部長が盗撮事件を静観するよう指示　鹿児島県警不祥事隠ぺい疑惑,https://news.yahoo.co.jp/pickup/6503676,https://news.yahoo.co.jp/articles/bea5df614cc7dc1c107eb6b4785e0d5f7f09f1e4,6/8(土) 16:33
local,,健診で下半身見られた 保護者追及,健康診断“下半身見られた”　男子児童「パンツごと引っ張られて…」　保護者会で謝罪は？　保護者「医師をやめてほしい」,https://news.yahoo.co.jp/pickup/6503670,https://news.yahoo.co.jp/articles/5b14e2ea913113a93b4dd1477172a3c41a0a3972,6/8(土) 15:46
local,,担当保護司を殺害疑い 男を逮捕,大津の経営者殺人事件、35歳男を容疑で逮捕　強盗で保護観察中、担当保護司殺害は初か,https://news.yahoo.co.jp/pickup/6503668,https://news.yahoo.co.jp/articles/69bda5f76d4d11f6ea193871f49f1ca3997e5e02,6/8(土) 15:22
local,,中2男子が自殺 いじめを36件認定,【速報】中学2年の男子生徒が自殺　第三者委員会が「いじめ」を36件認定「自死に至ったのはいじめが主たる要因」と結論　「うざい」「死ね」と暴言や暴行も　兵庫・相生市,https://news.yahoo.co.jp/pickup/6503657,https://news.yahoo.co.jp/articles/33fb0c22b9b7f513bc55c3e1d728dcb7738c973e,6/8(土) 14:03
local,,崖下の子救った救助隊 世界大会へ,崖下50mの子助けた実績　ロープレスキュー隊、世界大会へ,https://news.yahoo.co.jp/pickup/6503659,https://news.yahoo.co.jp/articles/1a048d83545cb3aaee416bb906ee1e1ebb9f98cf,6/8(土) 14:01
local,,児童8人刺殺 亡き娘が歩いた39m,娘のため「笑顔重ねていきたい」　長女の本郷優希さんを失った父　付属池田小殺傷事件23年,https://news.yahoo.co.jp/pickup/6503658,https://news.yahoo.co.jp/articles/faf95d3281698ad9fd2074a7b7701a8860fb9fd6,6/8(土) 13:33
local,,中学生はねられ大ケガ 74歳を逮捕,下校中の男子中学生が横断歩道ではねられ大ケガ　運転手（74）を現行犯逮捕（山形・米沢）,https://news.yahoo.co.jp/pickup/6503653,https://news.yahoo.co.jp/articles/e52e99a53580a359b311a4a0ceb0bfac38534968,6/8(土) 12:42
local,,池田小事件 娘が逃げた廊下たどり,娘のため「笑顔重ねていきたい」　長女の本郷優希さんを失った父　付属池田小殺傷事件23年,https://news.yahoo.co.jp/pickup/6503651,https://news.yahoo.co.jp/articles/faf95d3281698ad9fd2074a7b7701a8860fb9fd6,6/8(土) 12:35
local,,ギネス認定「金魚すくい」が廃止,ギネス認定「世界一の金魚すくい」廃止…運営メンバー高齢化や猛暑で「役割終わったかも」,https://news.yahoo.co.jp/pickup/6503649,https://news.yahoo.co.jp/articles/0ca3e1237cb319b6be0b932c68cfa133ea663ea6,6/8(土) 12:17
local,,殺人願望の悩みに耳傾け SNS発信,元同僚、「居場所つくる」　悩みに耳傾け、SNSで発信も　秋葉原無差別殺傷16年,https://news.yahoo.co.jp/pickup/6503642,https://news.yahoo.co.jp/articles/cee2954bf2f3e19e8f690c5012976e679ec53605,6/8(土) 10:14
local,,男児の首切りつけ疑い 保育士逮捕,保育士の女、男児の首を切りつけたか　殺人未遂容疑で逮捕　鹿児島,https://news.yahoo.co.jp/pickup/6503638,https://news.yahoo.co.jp/articles/39940dace0bdd7f2c9d29a5dfc2cfb93d8a9e058,6/8(土) 9:37
local,,都知事選 自民は小池氏支援で調整,自民、小池氏支援で調整　公明、都ファと相乗り狙う案浮上,https://news.yahoo.co.jp/pickup/6503631,https://news.yahoo.co.jp/articles/a11759f0511c433294b4f1127b1c40d41c1b47e8,6/8(土) 8:06
local,,ドライバー道譲らず 消防隊は悲痛,緊急車両に“道を譲らない” ドライバーが増加? 到着時間は20年で4分遅く… 消防隊が悲痛の声,https://news.yahoo.co.jp/pickup/6503629,https://news.yahoo.co.jp/articles/b3047681fe8e864f61f8d8d7838fc317320cda41,6/8(土) 7:42
local,,道譲らず 緊急車両の「遅れ」課題,緊急車両に“道を譲らない” ドライバーが増加? 到着時間は20年で4分遅く… 消防隊が悲痛の声,https://news.yahoo.co.jp/pickup/6503626,https://news.yahoo.co.jp/articles/b3047681fe8e864f61f8d8d7838fc317320cda41,6/8(土) 7:28
local,,健診で下着の中のぞく 町教委謝罪,学校健診で医師が下着の中のぞく　町教委が謝罪　群馬・みなかみ,https://news.yahoo.co.jp/pickup/6503621,https://news.yahoo.co.jp/articles/755b4d0bd6c7655f85cdf550604e7152b86484f4,6/7(金) 23:55
local,,担当保護司を殺害疑い 男逮捕へ,担当保護司を殺害した疑い　保護観察中の男性を逮捕へ　大津,https://news.yahoo.co.jp/pickup/6503619,https://news.yahoo.co.jp/articles/0acda50d440dd4234b8d2cd3eea4ae259790f58a,6/7(金) 23:19
local,,横浜中華街で4棟燃える 一時騒然,横浜中華街で火災、4棟焼ける　けが人なし　2時間半後にほぼ消火,https://news.yahoo.co.jp/pickup/6503612,https://news.yahoo.co.jp/articles/95b8d42cc1d17230074190fb6335880c087802c1,6/7(金) 22:48
local,,都知事選 ポスター掲示板不足恐れ,都知事選、過去最多出馬か　ポスター掲示板不足の懸念も　設置業者「間に合うかどうか不安」,https://news.yahoo.co.jp/pickup/6503607,https://news.yahoo.co.jp/articles/c4baa65494bb45ada0d073c5338d714ecdfcd4e0,6/7(金) 21:41
local,,店主殺害疑い 暴力団幹部ら逮捕,【速報】ラーメン店主の暴力団組長殺害　別の射殺事件で起訴の指定暴力団「絆会」幹部の男ら逮捕　神戸,https://news.yahoo.co.jp/pickup/6503605,https://news.yahoo.co.jp/articles/57f27bb1e04ebbea29b9112100509d89dc4161b5,6/7(金) 20:57
local,,「奇跡だ」宝くじ6億円続く売り場,「ロト６」１等６億円が１年半で２回、奇跡の宝くじ売り場…「幸運のライン」として過去にも注目,https://news.yahoo.co.jp/pickup/6503600,https://news.yahoo.co.jp/articles/f2544854639e4516b5c16d9d493271e7981100c5,6/7(金) 20:30
local,,河川敷でゴルフ練習 住民は恐怖,【危険】“ゴルフ練習禁止”の河川敷で豪快にフルスイング!「リハビリ代わりに…」“迷惑ゴルファー”の呆れた言い訳,https://news.yahoo.co.jp/pickup/6503595,https://news.yahoo.co.jp/articles/95b37ab96f6acbb1bc5f3acf8aef46657d6a8d33,6/7(金) 19:42
local,,店主殺害疑い 暴力団幹部を逮捕,【速報】ラーメン店主の暴力団組長殺害　別の射殺事件で起訴の指定暴力団「絆会」幹部の男逮捕　神戸,https://news.yahoo.co.jp/pickup/6503591,https://news.yahoo.co.jp/articles/57f27bb1e04ebbea29b9112100509d89dc4161b5,6/7(金) 19:13
local,,隠ぺい疑惑 県警本部長が完全否定,【速報】不祥事隠蔽疑惑の鹿児島県警トップが疑惑を完全否定「隠蔽の指示を行ったという事は一切ございません」,https://news.yahoo.co.jp/pickup/6503586,https://news.yahoo.co.jp/articles/bccd778e54b5e742587c71f749dd4f99ea9e6917,6/7(金) 18:37
local,,ひき逃げ死亡 約1km引きずったか,東京・大田のひき逃げ事件　容疑のトレーラー運転手逮捕　死亡女性は約１キロひかれたか,https://news.yahoo.co.jp/pickup/6503575,https://news.yahoo.co.jp/articles/db34474b05bc4b96a9a60316389e5c1dc3a0ae77,6/7(金) 17:37
local,,病理解剖で遺体を取り違え 謝罪,【速報】国立循環器病研究センター　病理解剖で70代男性の遺体を取り違え　安置されていた別患者を誤って解剖し謝罪,https://news.yahoo.co.jp/pickup/6503571,https://news.yahoo.co.jp/articles/f32b2dfc90af114846cda48777e0742f7c77a4f6,6/7(金) 17:12
local,,クジラ処理 業者との関係「問題」,【速報】迷いクジラ「淀ちゃん」処理費「業者との会食は重大な問題」「コスト意識が十分ではなかった」大阪市の入札等監視委員会が調査結果を公表し問題指摘,https://news.yahoo.co.jp/pickup/6503556,https://news.yahoo.co.jp/articles/ccdf824023719f1c9b488c2f98bb9a0c61dd3bc5,6/7(金) 14:51
local,,死んだカピバラ 車にはねられたか,【速報】逃げ出したカピバラ　死んだ状態で見つかる　栃木・日光市,https://news.yahoo.co.jp/pickup/6503557,https://news.yahoo.co.jp/articles/9e009758a2b314eb203c0cb257e6ebcd16355f75,6/7(金) 14:39
local,,逃げたカピバラ死ぬ はねられたか,【速報】逃げ出したカピバラ　死んだ状態で見つかる　栃木・日光市,https://news.yahoo.co.jp/pickup/6503553,https://news.yahoo.co.jp/articles/9e009758a2b314eb203c0cb257e6ebcd16355f75,6/7(金) 14:20
local,,高圧的な先輩に悩む 都の若手教員,高圧的な先輩に悩む若手教員　都教委5千人調査から見えたホンネ,https://news.yahoo.co.jp/pickup/6503541,https://news.yahoo.co.jp/articles/4cecb791959991443a972c8ca9ae4da22d2991c1,6/7(金) 11:49
local,,文書漏えい 前刑事部長の住所同封,鹿児島県警「本部長が不祥事隠蔽」主張の前部長、漏えい文書に前刑事部長の連絡先を同封,https://news.yahoo.co.jp/pickup/6503542,https://news.yahoo.co.jp/articles/c53ec21ae4b3787ee0aaccb77c0bab9ae331fc32,6/7(金) 11:24
